Source Name	Sample Name	Characteristics[Replic]	Term Source REF	Term Accession Number	AuxChar[Plot]	Term Source REF	Term Accession Number	Raw Data File	Derived Data File	Trait Definition File
source238	sample712	1			1062				a_study1_processed_data.txt	a_study1_tdf.xlsx
source238	sample713	2			1256				a_study1_processed_data.txt	a_study1_tdf.xlsx
source238	sample714	3			1698				a_study1_processed_data.txt	a_study1_tdf.xlsx
source239	sample715	1			1171				a_study1_processed_data.txt	a_study1_tdf.xlsx
source239	sample716	2			1303				a_study1_processed_data.txt	a_study1_tdf.xlsx
source239	sample717	3			1616				a_study1_processed_data.txt	a_study1_tdf.xlsx
source240	sample718	1			1111				a_study1_processed_data.txt	a_study1_tdf.xlsx
source240	sample719	2			1486				a_study1_processed_data.txt	a_study1_tdf.xlsx
source240	sample720	3			1661				a_study1_processed_data.txt	a_study1_tdf.xlsx
source241	sample721	1			1090				a_study1_processed_data.txt	a_study1_tdf.xlsx
source241	sample722	2			1254				a_study1_processed_data.txt	a_study1_tdf.xlsx
source241	sample723	3			1642				a_study1_processed_data.txt	a_study1_tdf.xlsx
source242	sample724	1			1018				a_study1_processed_data.txt	a_study1_tdf.xlsx
source242	sample725	2			1510				a_study1_processed_data.txt	a_study1_tdf.xlsx
source242	sample726	3			1672				a_study1_processed_data.txt	a_study1_tdf.xlsx
source243	sample727	1			1064				a_study1_processed_data.txt	a_study1_tdf.xlsx
source243	sample728	2			1286				a_study1_processed_data.txt	a_study1_tdf.xlsx
source243	sample729	3			1605				a_study1_processed_data.txt	a_study1_tdf.xlsx
source244	sample730	1			1102				a_study1_processed_data.txt	a_study1_tdf.xlsx
source244	sample731	2			1479				a_study1_processed_data.txt	a_study1_tdf.xlsx
source244	sample732	3			1774				a_study1_processed_data.txt	a_study1_tdf.xlsx
source245	sample733	1			1019				a_study1_processed_data.txt	a_study1_tdf.xlsx
source245	sample734	2			1414				a_study1_processed_data.txt	a_study1_tdf.xlsx
source245	sample735	3			1738				a_study1_processed_data.txt	a_study1_tdf.xlsx
source246	sample736	1			1174				a_study1_processed_data.txt	a_study1_tdf.xlsx
source246	sample737	2			1277				a_study1_processed_data.txt	a_study1_tdf.xlsx
source246	sample738	3			1565				a_study1_processed_data.txt	a_study1_tdf.xlsx
source247	sample739	1			981				a_study1_processed_data.txt	a_study1_tdf.xlsx
source247	sample740	2			1397				a_study1_processed_data.txt	a_study1_tdf.xlsx
source247	sample741	3			1755				a_study1_processed_data.txt	a_study1_tdf.xlsx
source248	sample742	1			991				a_study1_processed_data.txt	a_study1_tdf.xlsx
source248	sample743	2			1467				a_study1_processed_data.txt	a_study1_tdf.xlsx
source248	sample744	3			1786				a_study1_processed_data.txt	a_study1_tdf.xlsx
source249	sample745	1			1157				a_study1_processed_data.txt	a_study1_tdf.xlsx
source249	sample746	2			1279				a_study1_processed_data.txt	a_study1_tdf.xlsx
source249	sample747	3			1606				a_study1_processed_data.txt	a_study1_tdf.xlsx
source250	sample748	1			1009				a_study1_processed_data.txt	a_study1_tdf.xlsx
source250	sample749	2			1409				a_study1_processed_data.txt	a_study1_tdf.xlsx
source250	sample750	3			1665				a_study1_processed_data.txt	a_study1_tdf.xlsx
